valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,emotion
0.254,1968,0.267,['Dave Grusin'],0.274,245040,0.797,0,70xU15z2cENH3VFw1yjamN,0.86,3,0.342,-8.611,1,A Great Effect,26,21-01-1968,0.0456,64.224,Angry
0.373,1968,0.126,['Sly & The Family Stone'],0.415,731000,0.707,0,3CVrWjBV6NtYFyQ93BOVjA,0.000124,4,0.845,-10.224,0,Dance To The Medley:,23,27-04-1968,0.158,130.838,Angry
0.221,1968,0.673,['Donovan'],0.317,249667,0.577,0,62L3QGCR9Fuevqcmo0OfIG,0.236,1,0.0954,-14.537,1,Tangier,24,1968-10,0.0406,179.628,Angry
0.464,1968,0.00856,"['Al Kooper', 'Mike Bloomfield', 'Stephen Stills']",0.382,418493,0.589,0,7AaUATKp29w0x3C8RAv3lK,0.656,0,0.205,-7.02,1,Albert's Shuffle - 2002 Remix w/o Horns,23,1968,0.0313,96.72,Angry
0.371,1968,0.339,['Ramsey Lewis'],0.44,273440,0.562,0,7AeRnc8BdrCoFSXmqJSv6F,0.486,10,0.0668,-12.414,1,Black Bird,22,31-12-1968,0.0275,128.903,Angry
0.419,1968,0.0443,['The Pretty Things'],0.39,203507,0.548,0,0VSSohSpsONeT5Kl4jVrwj,0.0047,7,0.146,-10.197,1,She Says Good Morning,23,1968-12,0.037,173.465,Angry
0.128,1968,0.0255,['Deep Purple'],0.273,439373,0.571,0,2Nhw4e17Ez2XPAiWE7fccb,0.236,9,0.124,-9.428,1,Prelude: Happiness / I'm So Glad,19,01-07-1968,0.0463,136.783,Angry
0.337,1968,0.00701,['The Pretty Things'],0.275,270987,0.562,0,3a5yWphVWglKOBBm1PqR1R,0.000128,4,0.136,-9.196,1,Defecting Grey,23,1968-12,0.0449,173.763,Angry
0.332,1968,0.48,['Os Mutantes'],0.308,198587,0.679,0,4ZudvHK2Ze0rrsGC3dbOCp,4.24e-05,2,0.105,-4.926,1,Trem Fantasma,27,01-01-1968,0.0472,126.995,Angry
0.328,1968,0.0577,['The Mothers Of Invention'],0.491,183520,0.691,0,7h8oWxaOoTeVdkAVEQkooa,0.0,9,0.637,-11.035,0,Flower Punk,18,04-05-1968,0.224,115.887,Angry
0.472,1968,0.297,['Os Mutantes'],0.398,231200,0.917,0,2NfhvrxysUerIjzNMIAQMX,0.0801,7,0.347,-3.026,1,Ave Gengis Khan,26,01-01-1968,0.0649,90.733,Angry
0.411,1968,0.577,['Silver Apples'],0.598,157840,0.535,0,2aLwnE68RfhO8Z6bwKWSEr,0.629,4,0.101,-11.049,1,Whirly-Bird,18,01-06-1968,0.0492,127.02,Angry
0.331,1968,0.374,['The Band'],0.383,327280,0.567,0,4RZtQ3g7vqTM9ighZ71hQJ,7.21e-05,5,0.102,-8.79,1,Tears Of Rage - Remixed 2018,22,01-07-1968,0.0377,116.469,Angry
0.286,1968,0.289,['Buffalo Springfield'],0.621,128307,0.519,0,4ZqmS4LfOdBScQftcJbqNA,5.13e-06,7,0.0956,-11.643,1,Merry-Go-Round,21,1968,0.052,95.726,Angry
0.341,1968,0.0722,['The Band'],0.391,328520,0.711,0,5TtYC85eHXczWGCBRdXz8s,0.528,9,0.0545,-9.237,1,Chest Fever - Remixed 2018,21,01-07-1968,0.0339,99.306,Angry
0.401,1968,0.119,['Miles Davis'],0.558,182467,0.561,0,2Ed7pavYfHKrMzPSL29yvP,0.000391,4,0.195,-12.156,0,Riot,22,1968-03,0.0561,124.751,Angry
0.388,1969,0.000647,['James Gang'],0.472,724733,0.706,0,1RY75Sdir9UtOIDp3543Hf,0.207,7,0.0537,-9.638,1,Stop,21,29-03-1969,0.0349,93.401,Angry
0.403,1969,0.101,['Fleetwood Mac'],0.384,191660,0.506,0,19W79IAKTcNpat3MBtpbut,0.161,2,0.127,-14.268,1,One Sunny Day - 2013 Remaster,26,19-09-1969,0.104,154.828,Angry
0.388,1969,0.168,['The Kinks'],0.356,205373,0.659,0,0kLVI7h7kiKVIs4tKdFe4H,0.0,7,0.0864,-7.134,1,Some Mother's Son - Mono Mix,24,10-10-1969,0.0362,81.816,Angry
0.133,1969,8.55e-05,['Chicago'],0.514,463507,0.86,0,5E8t0QBEOsbgskjLF6IMop,0.0168,1,0.0719,-10.149,1,I'm A Man - 50th Anniversary Remix,20,01-01-1969,0.0799,127.45,Angry
0.346,1969,0.426,['The 5th Dimension'],0.155,234000,0.688,0,2OTUmmzcDwf0LTUP8bxf9j,0.01,8,0.123,-5.483,1,Let It Be Me,23,1969,0.0345,163.276,Angry
0.226,1969,0.0153,['The Who'],0.66,94860,0.659,0,5F1IKOdSfqV5e1b1cX54Rp,0.0,0,0.0879,-8.743,1,Smash The Mirror,24,23-05-1969,0.0938,102.538,Angry
0.453,1969,0.12,['Jefferson Airplane'],0.456,365080,0.861,0,1tYmjbecdTdxYTc9Qvh677,0.922,2,0.741,-11.62,0,"Come Back Baby - Live at The Woodstock Music & Art Fair, August 16, 1969",27,1969,0.04,114.957,Angry
0.495,1969,0.27,['The Who'],0.656,146902,0.57,0,2YTKbyCcgeg68k7mEpMkDc,0.0,2,0.172,-8.424,1,Sensation,24,23-05-1969,0.0415,128.302,Angry
0.222,1969,0.08,"['Sherman Edwards', '1776 Orchestra', 'Peter Howard']",0.739,113493,0.518,0,09HGG1fJrIGFcHnBD5UXig,0.865,11,0.0917,-15.621,1,1776: Overture,19,1969,0.0979,120.939,Angry
0.322,1969,0.393,"[""Alexander 'Skip' Spence""]",0.196,242307,0.644,0,0zEfsP2pEPpmGPgpvbHCz8,0.000363,2,0.643,-10.684,1,War In Peace,24,1969,0.0514,74.899,Angry
0.0955,1969,0.00584,['The Moody Blues'],0.193,246667,0.949,0,6GF3zh1rmmNnglOP7hjjgB,0.00976,0,0.11,-5.568,0,Higher And Higher,22,21-11-1969,0.117,113.261,Angry
0.443,1969,0.19,['Yes'],0.38,412880,0.54,0,1kKTz1vf7FBQ7UoiRYXqdu,7.11e-05,9,0.159,-12.178,0,I See You,18,1969,0.0675,113.995,Angry
0.419,1969,0.0683,['Humble Pie'],0.28,387507,0.842,0,48s0pifj69LM27GqR72lAA,2.16e-05,2,0.123,-5.975,1,Desperation,18,01-08-1969,0.0508,144.476,Angry
0.289,1969,0.0211,['Colosseum'],0.401,264507,0.98,0,0iqXP5xOTwcRCpc5DZvvtG,3.37e-05,1,0.152,-5.031,1,The Kettle,29,01-11-1969,0.333,115.302,Angry
0.174,1969,0.0898,['James Gang'],0.304,362627,0.517,0,560vR1J2rlEZ5yPpafwN6m,0.482,7,0.339,-10.031,1,Bluebird,20,29-03-1969,0.0286,92.048,Angry
0.421,1969,0.32,['Jefferson Airplane'],0.528,196133,0.844,0,6Qd4bZlKaxApDHEuoOuAQ6,1.58e-06,9,0.0948,-9.725,0,"Volunteers - Live at The Woodstock Music & Art Fair, August 16, 1969",24,1969,0.0416,103.177,Angry
0.18,1969,0.564,['Chicago'],0.497,280707,0.51,0,05Lh3Pqc8PCNarTKT4sCmi,0.0067,0,0.196,-9.572,1,Does Anybody Really Know What Time It Is? - 50th Anniversary Remix,20,01-01-1969,0.051,115.008,Angry
0.445,1969,0.628,['Jefferson Airplane'],0.36,306747,0.532,0,0y16jqpztLKmCtkmwYI0o2,2.21e-05,9,0.145,-11.956,1,"Won't You Try / Saturday Afternoon - Live at The Woodstock Music & Art Fair, August 17, 1969",26,1969,0.0569,112.892,Angry
0.379,1969,0.717,['Lil Boodang'],0.832,138973,0.516,1,7Ic93fCArQXz4vRfezyS4r,0.0162,9,0.0947,-8.875,1,Iceberg Boy,23,01-04-1969,0.143,76.014,Angry
0.258,1970,0.51,"['Stephen Sondheim', 'Pamela Myers', 'Harold Hastings', 'Original Broadway Cast Orchestra']",0.457,161960,0.543,0,22mHSHFMsa9wx7jSRtqUsk,0.0107,4,0.444,-10.495,0,Company - Original Broadway Cast: Another Hundred People,23,1970,0.0794,93.79,Angry
0.17,1970,0.534,['Miles Davis'],0.4,1618693,0.512,0,4IqzVeWfWLPQ2deCYYWeXL,0.276,10,0.104,-9.094,0,Bitches Brew,27,1970-04,0.0348,99.18,Angry
0.448,1970,0.242,['Lucio Battisti'],0.267,220213,0.566,0,23dNr2eFETtv7Ys2FUF1Y0,3.65e-05,7,0.204,-10.506,1,Mi ritorni in mente,51,1970,0.0444,77.022,Angry
0.324,1970,0.487,['Miles Davis'],0.437,1204853,0.516,0,3CctogqiXpI4BTBnDOq03Y,0.426,0,0.176,-10.29,1,Pharaoh's Dance,26,1970-04,0.0402,85.058,Angry
0.23,1970,0.00444,['Sir Lord Baltimore'],0.325,394440,0.879,0,2Pwl29ZL0nPFlzNSPzZ5iH,0.00551,0,0.364,-9.6,1,Kingdom Come,21,1970,0.151,113.686,Angry
0.213,1970,0.421,['The Beach Boys'],0.39,177947,0.607,0,1P1fdXPlrnznMLWJ0XaGDe,4.17e-05,5,0.243,-7.404,1,It's About Time - Remastered 2009,25,31-08-1970,0.0384,167.211,Angry
0.484,1970,0.19,['The Partridge Family'],0.429,157400,0.696,0,5h4l1Hw5YKGASmqnCgZUID,0.0,9,0.251,-8.579,1,Somebody Wants To Love You,22,1970,0.0392,84.008,Angry
0.334,1970,0.332,['Rodríguez'],0.602,147880,0.684,0,3g9vVwKpMzMsMa9t4u1WgT,3.32e-06,2,0.0828,-7.199,1,Halfway Up The Stairs,35,05-03-1970,0.0707,112.109,Angry
0.455,1970,0.265,['Lucio Battisti'],0.409,213520,0.652,0,1N46SW28bpacvXmNYP6PTB,0.0,1,0.524,-10.263,0,"Acqua azzurra, acqua chiara",51,1970,0.0598,91.686,Angry
0.217,1970,0.0132,['The Who'],0.438,178707,0.95,0,3dEKcX1tiHxfUD7NOrUkqu,0.0,9,0.799,-8.971,1,I Can't Explain - Live,27,16-05-1970,0.321,129.06,Angry
0.205,1970,0.228,['Stephen Stills'],0.272,258533,0.506,0,1aEzDEQj4fTR0iP5j9Alul,0.0,2,0.131,-11.043,1,We Are Not Helpless,25,1970,0.0359,147.322,Angry
0.484,1970,0.0463,['Amon Düül II'],0.374,225333,0.54,0,5RL9XoToTQhjWl2wZzNzj3,0.0973,9,0.18,-13.391,0,Burning Sister,29,1970-03,0.0369,140.08,Angry
0.41,1970,0.106,['Miles Davis'],0.45,1052707,0.769,0,4XNfSHQNkkoNsGoc7BYiRR,0.272,2,0.173,-8.472,0,Spanish Key,27,1970-04,0.0425,111.223,Angry
0.0958,1970,0.739,"['Emerson, Lake & Palmer']",0.274,464450,0.611,0,4U9bMWcTjtcGNbEvcxkeHa,0.253,8,0.354,-10.622,1,The Three Fates - i) Clotho ii) Lachesis iii) Atropos; 2012 Remastered Version,28,20-11-1970,0.0413,78.81,Angry
0.475,1970,0.542,['The Delfonics'],0.448,186467,0.577,0,5AXQomuNhUW0iLVkzvyVJ5,4.29e-06,7,0.245,-6.669,1,Over and Over,21,1970,0.0307,125.95,Angry
0.47,1970,0.00288,['CAN'],0.537,871106,0.711,0,7aR4gpyRg8cOHGH2YSkHEV,0.287,2,0.151,-7.45,1,Mother Sky (from Deep End),20,1970,0.0437,142.914,Angry
0.202,1970,0.00289,['The Who'],0.298,946627,0.897,0,4yWXSIjOdckPBj1SgX6aO3,0.0186,2,0.735,-9.793,1,My Generation - Live / Medley,26,16-05-1970,0.134,135.153,Angry
0.462,1970,0.0144,['Ten Years After'],0.345,457667,0.825,0,6AlAuGnvV95eDrzYnSv21A,0.0219,9,0.0973,-8.128,1,"50,000 Miles Beneath My Brain - 2002 Remaster",27,02-05-1970,0.0548,117.044,Angry
0.309,1970,0.258,['The Moody Blues'],0.323,368627,0.621,0,6NaDSsw0ZCSh9VX9zoip41,0.000179,0,0.117,-9.163,1,Question - Alternate Version,25,07-08-1970,0.062,152.93,Angry
0.341,1970,0.327,['The Guess Who'],0.55,307960,0.668,0,2FT4gakd3matx4vI6YCTD8,0.000356,9,0.503,-11.09,1,American Woman,23,01-01-1970,0.0694,93.587,Angry
0.257,1971,0.173,['James Burton'],0.393,214400,0.727,0,2mvalMaUbZOsd8jL98RPWY,0.705,9,0.175,-6.266,1,Polk Salad Annie,28,01-01-1971,0.0347,148.65,Angry
0.405,1971,0.731,"['Earth, Wind & Fire']",0.311,357160,0.523,0,5RreIlenw5e9JrcqV3oDen,0.00276,3,0.542,-8.216,1,I Think About Lovin' You,25,1971,0.0338,173.745,Angry
0.312,1971,0.0352,['Genesis'],0.273,473693,0.588,0,2GkMry3dOnhgUC6lQnYpFA,0.0024,4,0.318,-12.439,0,The Fountain of Salmacis,22,12-11-1971,0.0574,106.848,Angry
0.255,1971,0.501,['The Who'],0.6,530627,0.961,0,2NfNAfHQLUQpxjZiyc1CRy,0.0033,2,0.0486,-6.949,1,Won't Get Fooled Again - Young Vic Live Mix,27,14-08-1971,0.0698,134.0,Angry
0.329,1971,0.015,['The Who'],0.364,360667,0.978,0,2rA4NMEGh43nu8PgrWlN0t,5.8e-05,0,0.612,-6.003,1,Pure And Easy - Live,27,14-08-1971,0.151,129.773,Angry
0.384,1971,0.0185,['Janis Joplin'],0.291,279733,0.557,0,4EjhVqqSNlLSk4JWYfu6JX,0.000151,7,0.751,-11.333,0,"Summertime - Live at Winnipeg Stadium, Winnipeg, Canada - July 1970",32,11-01-1971,0.0505,167.616,Angry
0.477,1971,0.215,['Badfinger'],0.653,217067,0.814,0,4WLKhICkgXyPVSh4QxxB3x,9.95e-05,0,0.116,-7.995,1,Baby Blue - US Single Mix / Remastered 2010 / Bonus Track,32,13-12-1971,0.0352,125.36,Angry
0.253,1971,0.0756,['The Who'],0.332,245560,0.655,0,2Io7srQuuTtxeFQ1kNsGCj,1.25e-06,9,0.0796,-10.901,1,I Can See For Miles - Mono Version,26,30-10-1971,0.0638,130.936,Angry
0.342,1971,0.00819,['The Who'],0.253,177640,0.967,0,2u7Do6hFnQ2omiek0effYE,1.6e-05,2,0.651,-5.509,1,Love Ain't For Keeping - Live,27,14-08-1971,0.176,166.729,Angry
0.322,1971,0.000236,['Badfinger'],0.281,210200,0.764,0,0L4zQ7PaKmPKHCciVLZCHi,0.000112,0,0.0824,-8.413,1,Money - Remastered 2010,27,13-12-1971,0.0439,149.594,Angry
0.198,1971,0.492,['Elton John'],0.395,442227,0.793,0,4kJE5BhSB8A8doOrbn1Ii2,0.0627,11,0.712,-10.425,0,Sixty Years On - UK-Release Mix,24,12-03-1971,0.0826,137.623,Angry
0.178,1971,0.446,['The Who'],0.398,289427,0.625,0,6FLE64mYNqmKEnr2lLOUGc,0.0,7,0.57,-10.433,1,Behind Blue Eyes - Live,27,14-08-1971,0.237,136.858,Angry
0.308,1971,0.00605,['The Who'],0.262,331227,0.753,0,5krKfzHR6HTdUNZvp6fPzS,0.00237,0,0.523,-11.494,1,Naked Eye,21,14-08-1971,0.0594,167.62,Angry
0.404,1971,0.327,['Colin Blunstone'],0.334,174760,0.503,0,4HlUH6aA6XyYvGZUO9HHHB,0.0,0,0.134,-11.162,1,Caroline Goodbye,28,05-03-1971,0.0291,94.463,Angry
0.353,1971,0.329,['The Who'],0.42,342533,0.912,0,48qS2iZ7DsLqR26RddDxUe,1.7e-06,5,0.816,-7.131,1,I Don't Even Know Myself - Live,28,14-08-1971,0.319,131.426,Angry
0.463,1971,0.00977,['Humble Pie'],0.381,249760,0.693,0,6D2nF48KV2a8PaMvA613rj,0.0154,9,0.518,-9.47,1,Stone Cold Fever,25,01-03-1971,0.0499,120.975,Angry
0.495,1971,0.305,['The Guess Who'],0.508,227933,0.54,0,50vmo7dc55VkOW3kxiM7Vq,0.0,0,0.1,-9.413,1,No Time,21,1971,0.0418,127.511,Angry
0.241,1971,0.575,['The Rolling Stones'],0.417,357200,0.5,0,0EUuG4wkH0vykpWQJxbDtl,0.0883,7,0.102,-6.449,1,Moonlight Mile - 2009 Mix,26,23-04-1971,0.0263,130.531,Angry
0.457,1971,0.57,['Comus'],0.418,274333,0.592,0,4SUnJeefvE4sb41F8lG1l5,2.3e-05,7,0.223,-7.045,0,Diana,26,01-01-1971,0.043,141.973,Angry
0.27,1971,0.0731,['The Who'],0.357,346320,0.951,0,0JUYnzcWnQxt9nWIfokaLo,0.00685,6,0.713,-7.965,0,Bargain - Live,26,14-08-1971,0.123,142.24,Angry
0.42,1971,0.0605,['Ten Years After'],0.402,191427,0.622,0,1hZHcHLBolOrnDGL4pZEvc,0.0802,7,0.159,-7.517,1,Hard Monkeys - 2004 Remaster,27,11-11-1971,0.026,140.728,Angry
0.241,1971,0.575,['The Rolling Stones'],0.417,357200,0.5,0,3e278Q94hqVncC8z2WsmmS,0.0883,7,0.102,-6.449,1,Moonlight Mile - 2009 Mix,20,23-04-1971,0.0263,130.531,Angry
0.361,1971,0.214,['Allman Brothers Band'],0.345,320027,0.784,0,4tzNqiWiKmojM4bwoturrr,0.838,2,0.721,-9.815,1,"Hot 'Lanta - Live At Fillmore East, March 13, 1971",22,01-07-1971,0.0537,109.486,Angry
0.303,1971,0.169,['The Who'],0.274,381827,0.871,0,3U2R2rbJ3VdUy4cnW3gmRb,0.0194,0,0.437,-9.166,1,Naked Eye - Live,26,14-08-1971,0.129,165.921,Angry
0.216,1971,0.0827,['Fleetwood Mac'],0.554,269116,0.667,0,61MBXJsfCRJqKBU9Qq07HD,0.132,11,0.154,-8.928,0,Lay It All Down,25,03-09-1971,0.0406,144.587,Angry
0.437,1971,0.0457,['The Who'],0.536,177907,0.595,0,7xbCOpFVBJkunaLwlxF5bZ,0.0,2,0.14,-11.992,1,Pinball Wizard,25,30-10-1971,0.0349,124.115,Angry
0.25,1972,0.724,['The Rolling Stones'],0.292,291693,0.512,0,5YBVKx51h8YouVHkpDM3A3,8.2e-05,7,0.159,-5.844,1,Following The River,28,12-05-1972,0.0275,141.411,Angry
0.322,1972,0.0142,['Uriah Heep'],0.376,244800,0.616,0,0qvW4v1CWSyrCc9ZUTFMZA,0.00585,9,0.331,-10.951,0,Sunrise - 2017 Remastered,35,01-01-1972,0.0376,80.316,Angry
0.376,1972,0.0875,['Todd Rundgren'],0.227,195373,0.655,0,2PorMZrQi8RtTwwH0IYqvF,0.31,0,0.416,-11.559,1,Breathless - Instrumental,21,1972,0.054,134.574,Angry
0.491,1972,0.116,['Mott The Hoople'],0.388,405773,0.635,0,2XMmGaJiT0MnOdsUuEJOnP,4.56e-05,7,0.076,-7.806,1,Ready for Love / After Lights,27,1972,0.0703,144.912,Angry
0.474,1972,0.555,"['Earth, Wind & Fire']",0.661,349400,0.574,0,6YiekBeyhTQ7V8xAzuvA6v,0.0536,7,0.166,-11.661,0,Mom,25,1972-11,0.0328,126.048,Angry
0.411,1972,0.00594,['Funkadelic'],0.356,309253,0.805,0,0KtZvPZQaoCCxORCjyFQ7s,0.0005,2,0.241,-8.163,1,I Call My Baby Pussycat,25,22-05-1972,0.0822,74.63,Angry
0.203,1972,0.022,['Uriah Heep'],0.256,260467,0.518,0,1RtoBTbXbpdUMJVXD932s2,0.151,5,0.397,-8.19,1,Rainbow Demon,33,19-05-1972,0.0326,122.454,Angry
0.323,1972,0.431,['Jefferson Airplane'],0.242,275400,0.927,0,4TentN9K3nKi3mniU14bqy,0.0603,9,0.324,-6.335,1,Eat Starch Mom,29,20-07-1972,0.227,190.913,Angry
0.296,1972,0.218,['The Doors'],0.534,300213,0.518,0,7lWXffcApqBGfR7omq52gb,0.0104,0,0.233,-11.602,1,Peace Frog / Blue Sunday,26,1972,0.0391,112.842,Angry
0.253,1972,0.0126,['A Foot In Coldwater'],0.444,311867,0.592,0,20qad55RL5qF2Ks5QS5AgU,0.00269,2,0.108,-7.775,1,(Make Me Do) Anything You Want,33,01-01-1972,0.039,100.811,Angry
0.298,1972,0.657,['Aretha Franklin'],0.374,517467,0.659,0,1dqXLJeDTYhAdcdp7SlygR,0.00565,8,0.18,-9.33,1,"Precious Lord, Take My Hand / You've Got a Friend - Live at New Temple Missionary Baptist Church, Los Angeles, January 13, 1972",23,1972,0.167,142.561,Angry
0.233,1972,0.387,['Los Terricolas'],0.459,197671,0.57,0,4PFcI48ni4DoMEO8gEPY4D,0.000139,5,0.0543,-3.65,0,Busque un Nuevo Amor,29,03-12-1972,0.0299,63.614,Angry
0.43,1972,0.594,['Vicente Fernández'],0.395,184970,0.516,0,3q5c4EsHlCQ3FnwTzJG5Kg,2.15e-05,7,0.47,-5.276,1,Te Llevare Conmigo,26,27-08-1972,0.0386,83.873,Angry
0.334,1972,0.147,['Mountain'],0.255,279840,0.586,0,1EzOhQiEtUYq8QtWVi1QVG,0.0171,7,0.97,-8.314,1,Waiting To Take You Away - Live at Woodstock,27,13-09-1972,0.044,164.121,Angry
0.491,1972,0.154,['Jethro Tull'],0.282,710200,0.832,0,70Z0RBmbD0MZnvbOqpQyn5,0.00049,5,0.951,-8.871,1,Thick as a Brick - Live at Madison Square Garden,28,03-03-1972,0.079,169.893,Angry
0.306,1972,0.0146,['Wishbone Ash'],0.201,351960,0.574,0,4E4duGIuCpHFVx07pViMIK,0.0,9,0.101,-9.007,0,Warrior,33,1972,0.0367,76.881,Angry
0.367,1972,0.273,['Lou Reed'],0.322,307853,0.603,0,65pfqAbL2wxS9g00t5XbBI,0.124,7,0.362,-8.347,1,Ocean,32,01-06-1972,0.0297,79.468,Angry
0.371,1972,0.0175,"[""The O'Jays""]",0.683,375027,0.626,0,3QydWuduilMeJIRZCQ83hC,0.00292,0,0.276,-8.012,1,Love Train - Extended Version,24,01-03-1972,0.0526,124.961,Angry
0.277,1972,0.855,['Charles Mingus'],0.294,574427,0.587,0,3fcKZiegoVsBmVuGkyvcWv,0.645,8,0.127,-10.097,1,The Shoes of the Fisherman's Wife Are Some Jive Ass Slippers,25,01-02-1972,0.0458,98.024,Angry
0.408,1972,0.725,"['The J. Geils Band', 'Geoffrey Haslam']",0.367,154293,0.952,0,4EoQFvPMLZMXvAL7SsHhPL,0.0,5,0.988,-6.937,1,Pack Fair and Square - Live,23,1972,0.142,111.377,Angry
0.0768,1973,0.00616,['The Stooges'],0.228,367133,0.998,0,7bqn4e3nGorbHDgP3yL9G7,0.221,2,0.0746,1.963,1,Death Trip - Iggy Pop Mix,29,07-02-1973,0.153,155.804,Angry
0.435,1973,0.0826,['Ennio Morricone'],0.199,156933,0.75,0,6c3d7ofF9UNFpVq6SxHwC1,0.857,7,0.339,-2.733,1,Un amico - Remastered,36,1973,0.034,142.722,Angry
0.225,1973,0.454,['Roger Daltrey'],0.317,207813,0.563,0,4oagIqqxeeT4ehp7YjsiYn,0.000284,5,0.202,-6.209,1,Giving It All Away,43,20-04-1973,0.0376,83.561,Angry
0.399,1973,0.0322,['Brian Eno'],0.458,217227,0.949,0,1HraOU4xyHqF6RrNW2zYUK,0.942,9,0.649,-8.113,1,Blank Frank - 2004 Digital Remaster,28,1973,0.123,103.801,Angry
0.134,1973,0.72,['Bill Withers'],0.534,293333,0.588,0,69E3cx8BoUMsJUr8ANe98U,0.0,11,0.709,-12.487,0,"Grandma's Hands - Live at Carnegie Hall, New York, NY - October 1972",30,21-04-1973,0.683,135.438,Angry
0.276,1973,0.35,['Queen'],0.314,248160,0.536,0,27zHcqNyb9dU3OrcT4WyOg,0.0085,5,0.127,-10.059,1,My Fairy King - Remastered 2011,24,13-07-1973,0.0322,99.812,Angry
0.365,1973,0.281,['Electric Light Orchestra'],0.491,230400,0.625,0,4ApI99h2gMfWtV6jowsPVA,0.867,0,0.205,-11.09,1,Daybreaker,26,01-11-1973,0.0266,145.559,Angry
0.338,1973,0.353,"['Emerson, Lake & Palmer']",0.405,547133,0.549,0,1eIaBBDHzsVkDYnQatlwKT,0.443,8,0.361,-10.045,1,Karn Evil 9 3rd Impression - 2014 Remastered Version,30,19-11-1973,0.043,104.826,Angry
0.454,1973,0.523,['Bob Dylan'],0.453,332533,0.548,0,5sN6wOIayxsoY6BazbVPPo,0.000188,0,0.596,-10.403,1,Mr. Bojangles,31,16-11-1973,0.038,139.384,Angry
0.428,1973,0.0404,['Queen'],0.35,343013,0.851,0,57uAYnfX1UHDWn5tD1xbFf,0.000619,4,0.115,-12.363,0,Great King Rat - Remastered 2011,23,13-07-1973,0.208,135.276,Angry
0.488,1973,0.00267,['New York Dolls'],0.387,218027,0.773,0,4WKVnPKbvYJJdqleE2HTY9,5.95e-06,0,0.0837,-11.249,1,Vietnamese Baby,28,01-01-1973,0.0396,143.086,Angry
0.468,1973,0.609,['Bill Withers'],0.491,347040,0.58,0,6HM7ppJ2G0mRzQYxkw76Zr,0.0,0,0.396,-7.754,1,"Lean on Me - Live at Carnegie Hall, New York, NY - October 1972",30,21-04-1973,0.0423,141.86,Angry
0.484,1973,0.229,['Queen'],0.494,243133,0.751,0,0Hzm1gorQNp7Uo6b71O0gB,0.00047,0,0.0652,-10.216,1,Keep Yourself Alive - Re-Take,23,13-07-1973,0.141,135.209,Angry
0.326,1973,0.639,['Aretha Franklin'],0.266,270000,0.538,0,3tXeOQmEq6Tm5zv52sZ78D,0.23,5,0.145,-9.725,1,Angel,28,25-06-1973,0.0536,169.67,Angry
0.375,1973,0.506,['Diana Ross'],0.34,212200,0.522,0,2D0MKE8CacgB0IdEaljccQ,8.79e-05,8,0.135,-7.857,1,All Of My Life,36,22-06-1973,0.033,166.878,Angry
0.426,1973,0.0139,['The Stooges'],0.313,206040,0.843,0,4vhTm7eeqJAW4Iq3grUutI,0.0109,1,0.0709,-10.613,0,Search and Destroy - Bowie Mix,28,1973,0.0579,75.824,Angry
0.196,1973,0.0221,['Elton John'],0.403,666572,0.764,0,3PgfTwFViQ7JKshtPy2OMN,0.17,9,0.245,-8.554,0,Funeral For A Friend / Love Lies Bleeding - Remastered 2014,27,05-10-1973,0.0451,138.725,Angry
0.479,1973,0.676,['Nektar'],0.391,1001120,0.59,0,7xBXbeQkcVeOELZgGa705e,0.553,9,0.0661,-13.622,1,"Remember the Future, Pt. 1",29,13-11-1973,0.0449,113.675,Angry
0.366,1973,0.826,"['Ted Neeley', 'Bob Bingham', 'Kurt Yaghjian', 'Paul Thomas']",0.445,196107,0.553,0,2Rlmalk0pdHMgicQnEkscL,8.2e-05,7,0.0882,-11.494,0,"The Arrest - From ""Jesus Christ Superstar"" Soundtrack",31,01-01-1973,0.355,88.263,Angry
0.279,1973,0.879,"['Barry Dennen', 'Ted Neeley', 'Bob Bingham']",0.402,409307,0.654,0,57A7K3AwSXQg0ZTMx9a6jb,0.000119,0,0.114,-9.714,0,"Trial Before Pilate - From ""Jesus Christ Superstar"" Soundtrack",31,01-01-1973,0.633,175.441,Angry
0.343,1974,0.24,['King Crimson'],0.332,245319,0.684,0,5vyh6taargkkqiZmxTcqqo,0.000322,11,0.0542,-8.424,1,Lament,28,01-01-1974,0.16,82.182,Angry
0.0739,1974,0.845,['Tangerine Dream'],0.102,584129,0.535,0,55pis8RoK3JumRCZzj31jg,0.933,7,0.22,-16.7,1,Mysterious Semblance At The Strand Of Nightmares - Remastered 2018,29,20-02-1974,0.0976,84.084,Angry
0.223,1974,0.065,['Bob Dylan'],0.34,255333,0.986,0,0mhzu24T3SIwjXywRmZ1qF,0.00462,7,0.975,-6.576,1,"Most Likely You Go Your Way (And I'll Go Mine) - Live at LA Forum, Inglewood, CA - February 1974",26,20-06-1974,0.333,129.342,Angry
0.194,1974,0.359,"['The Velvet Underground', 'Lou Reed']",0.248,494040,0.553,0,4q6kZ0V1tNLROQWPnhlgvw,0.757,0,0.112,-13.653,1,Heroin,26,1974-09,0.0537,170.747,Angry
0.488,1974,0.143,['Seals and Crofts'],0.584,199134,0.535,0,28ketT6JhjUhxL1maLlnWt,9.68e-06,9,0.0557,-10.642,1,King of Nothing,25,1974,0.0267,138.937,Angry
